rank,word_fr,word_en,tag,phrase_fr,phrase_en
2730,infliger,to inflict,v, désolée de devoir vous infliger ça maintenant , sorry to have to inflict this upon you now 
2731,repos,rest,nm(pl), ça faisait trois heures de repos , the rest was three hours long 
2732,déranger,"to disturb, bother",v, ça vous dérange si je m'assieds? , will it bother you if I sit down? 
2733,inhabituel,unusual,adj, nous nous trouvons dans une situation inhabituelle , we find ourselves in an unusual situation 
2734,interdiction,"ban, banning",nf, cette interdiction s'applique aux télévisions , this ban applies to televisions 
2735,consentir,"to consent, agree",v, les syndicats ont consenti une réduction des salaires , the unions agreed to a salary reduction 
2736,variable,variable,nadj(f)," c'est très variable, ça dépend "," it's quite variable, it depends "
2737,médecine,"medecine, medical science",nf, deux étudiants en médecine suédois m'écrivaient , two Swedish medical students wrote me 
2738,contradictoire,"contradictory, conflicting",adj(f), la colonisation française fut un processus contradictoire , French colonization was a contradictory process
2739,exclusivement,"exclusively, solely",adv, ils avaient des ventes exclusivement au Japon , they had sales exclusively in Japan 
2740,cible,target,nf, les cibles des terroristes représentaient les symboles du capitalisme , terrorist targets represented the symbols of capitalism
2741,détenu,prisoner,nadj, le pourcentage de détenus séropositifs est très élevé , the percentage of HIV-positive detainees is very high
2742,volontiers,"with pleasure, willingly, gladly",adv, je serais volontiers mort dans cette maison , I would gladly die in this house 
2743,fauteuil,"armchair, seat",nm, j'étais assis dans ce fauteuil , I was sitting in this armchair 
2744,couloir,"corridor, aisle",nm, j'emprunte le couloir , I'm taking the hallway 
2745,enthousiasme,"enthusiasm, enthusiastically",nm, l'enthousiasme fit place à une méfiance extrême , enthusiasm gave way to extreme distrust 
2746,télé,TV,nf," on n'avait pas de télé, de CD, de DVD "," we had no TV, no CD player, no DVD player "
2747,éthique,"ethical, ethics",nadj(f), le clonage représente évidemment plusieurs problèmes éthiques , cloning obviously poses several ethical problems
2748,révision,"review, revision, overhaul",nf, il y aura une révision périodique du régime , there will be periodic regime change 
2749,pointer,"to mark off, clock in, clock out, aim","nm,v", pourquoi cette femme pointe-t-elle une arme sur toi? , why is that woman aiming a gun at you?
2750,assassiner,"to murder, assassinate",v, il mourut assassiné , he was assassinated 
2751,optimiste,optimistic,nadj(f), êtes-vous optimiste quant à l'avenir des jeunes? , are you optimistic about the future of the youth?
2752,instaurer,"to institute, introduce",v, notre nouveau directeur a instauré un programme pour travailler en équipe , our new director started a teamwork program
2753,isolé,"remote, isolated, insolated",nadj," dans quelques semaines, on sera isolés par la glace "," in a few weeks, we will be isolated by the ice"
2754,revendiquer,to claim,v, l'attentat n'a pas été revendiqué , no responsibility has been claimed for the attack 
2755,secouer,to shake,v, elle secoue mes couvertures dans tous les sens , she shakes out my bedding in every direction 
2756,bizarre,"strange, odd",nadj(f), les effets de la maladie sont bizarres , the effects of the sickness are bizarre 
2757,abus,"abuse, misuse, breach",nm(pl), il y a eu des abus sexuels , there was sexual abuse 
2758,procédé,processus,nm, c'est un procédé continuel chez moi , it's an ongoing process with me 
2759,pêcheur,fisherman,nadj, les pêcheurs sont les hommes de la liberté , fishermen are men of freedom 
2760,amateur,amateur,"nm,nf", j'ai eu des parents amateurs de théâtre , I have parents who love the theater 
2761,regret,"regret, regretfully",nm," aux vacances, nous nous séparions sans regret "," on vacation, we separated without regrets "
2762,accroissement,increase,nm, nous sommes tous atterrés par l'accroissement du chômage , we're all crushed by the growth in unemployment
2763,trimestre,quarter; three months,nm, les perspectives sont bonnes pour le troisième trimestre , the outlook is good for the third quarter
2764,onde,wave,nf, c'est comme une onde de choc , it's like a shock wave 
2765,spatial,"spatial, space",adj, la Station spatiale internationale n'a aucun rôle militaire , the International Space Station has no military role
2766,brut,"raw, crude","adv,nadj", la surface totale brute de ce bâtiment est de 215.000 m2 ," the total unfinished area of this building is 215,000 square meters"
2767,éventuellement,possibly,adv, des sanctions seront éventuellement prises , sanctions will eventually be taken 
2768,vache,cow,"adj(f),nf", dans d'immenses champs des vaches mâchaient , cows munched in immense fields 
2769,gris,grey,nadj(pl), c'était une poule grise , it was a grey hen 
2770,aise,"comfort, joy, pleasure, ease",nadj(f), je suis mal à l'aise dehors , I am uneasy in the outdoors 
2771,agression,agression,nf, les agressions contre les femmes ont augmenté , aggression against women has increased 
2772,loisir,leisure,nm, je dresse des chevaux dans mes loisirs , I groom horses in my leisure time 
2773,chaleur,heat,nf, le soleil et la chaleur devenaient en outre excessifs , the sun and the heat were becoming intense
2774,ranger,"to tidy up, put away","nm,v", il range les deux tasses de café dans l'évier , he places the two coffee mugs into the sink 
2775,partage,"division, cutting, sharing",nm, la frontière régie jusqu'au partage de l'ombre et de la lumière , the border extends to where the shadows and the light divide
2776,étoile,star,nf, nous couchions à la belle étoile , we slept under the stars 
2777,mystère,mystery,nm, il y a des mystères que je ne peux résoudre , there are mysteries that I can't resolve 
2778,quasi,"almost, nearly","adv,nm", on entretient un lien quasi mystique avec son pays natal , we maintain an almost mystical connection with our native country
2779,description,description,nf, nous commençons par une brève description de mon père , we start with a brief description of my father
2780,serbe,Serbian,nadj(f), un vieil homme serbe a été tué par balle , an old Serbian man was shot dead 
2781,biologique,"biological, nature",adj(f), les études sur les effets biologiques des radiations sont restées rares , studies on biological effects of radiation have been rare
2782,universitaire,"university, academic",nadj(f), j'étais occupée à des travaux de recherches universitaires , I was busy doing university research work
2783,emparer,"to seize, grab, snatch",v, il n'était pas possible de s'emparer de la clef , it wasn't possible to grab the key 
2784,dent,tooth,nf, elle repart en grinçant des dents , she walks away gnashing her teeth 
2785,neutre,neutral,adj(f), mais mon travail n'est pas neutre et objectif , but my work isn't neutral and objective 
2786,aîné,oldest,nadj, mon fils aîné a onze ans , my oldest son is eleven years old 
2787,trahir,"to betray, give away",v," personne ne te trahit, personne ne t'humilie "," nobody is betraying you, nobody is humiliating you"
2788,intelligence,intelligence,nf, je n'insulterai pas votre intelligence , I won't insult your intelligence 
2789,admirer,to admire,v, j'admire ce que vous faites , I admire what you do 
2790,licence,"licence, permit",nf, il pourra imposer des conditions de licence particulières , he can impose individual conditions on licenses
2791,rigueur,"harshness, severity, rigidness, rigor strictness",nf, l'optimisme est en revanche de rigueur dans les assurances , on the other hand optimism is mandatory in insurance dealings
2792,maternel,"motherly, maternal",adj," ils s'écrivaient en yiddish, leur langue maternelle "," they wrote to each other in Yiddish, their first language"
2793,métal,metal,nm, ils ont été équipés de détecteurs de métaux , they were equipped with metal detectors 
2794,palais,"palace, palate",nm(pl), la Garde du palais n'est guère efficace , the palace guard is no longer efficient 
2795,belge,Belgian,nadj(f), nous voudrions féliciter la présidence belge pour l'initiative , we would like to congratulate the Belgian presidency for the initiative
2796,brutal,brutal,nadj," je trouve leur méthode de revendication brutale, injuste "," I find their reclamation method brutal, injust"
2797,extraire,"to extract, mine, quarry, pull out, remove",v, l'ingénieur a extrait l'expertise empirique des pilotes , the engineer extracted empirical expertise from the pilots
2798,signification,significance,nf, cette appellation a une signification politique très claire , this trade name has a very clear political significance
2799,filer,"to spin, run, get out",v, terminons le reportage et filons d'ici , let's stop our reporting and get out of here 
2800,automatique,automatic,adj(f), la perte de mémoire est presque automatique , loss of memory is almost automatic 
2801,accrocher,"to hang up, hang on, put up",v, les manifestants ont accroché une pancarte , the demonstrators put up a poster 
2802,pain,bread,nm, ça grille le pain pendant qu'on le tranche , it toasts the bread while it's being sliced 
2803,plateau,"plateau, tray, set, stage",nm, il repose la bouteille vide sur le plateau , he sets the empty bottle on the tray 
2804,répétition,"repetition, rehearsal",nf, on recommence les répétitions ce soir , tonight we resume the rehearsals 
2805,diminution,"reduction, decreasing",nf," les stocks de poissons sont en diminution, voire en disparition "," fishery resources are declining, even disappearing"
2806,collection,"collection, series",nf, j'ai une collection des lettres inédites de Freud , I have a collection of Freud's unpublished letters
2807,gène,gene,nm," ils collent des gènes ensemble, je crois "," they splice genes, I think "
2808,permanence,"permanence, duty, service",nf, les deux pieds doivent rester en permanence dans le triangle , both feet must remain in the triangle
2809,reine,queen,nf, il a appartenu à une reine ... la reine de Perse , it belonged to a queen ... the queen of Persia 
2810,privatisation,privatization,nf, la privatisation des entreprises du Kosovo a enfin commencé , the privatization of companies in Kosovo has finally begun
2811,correspondance,"correspondance, connection",nf," il avait brûlé un tas de correspondances, de carnets de notes "," he burned a pile of letters, notebooks"
2812,planter,"to plant, pitch",v, vous achèterez vos bulbes d'oignons à planter , you'll buy the onion bulbs to be planted 
2813,strictement,strictly,adv, nous ne sommes pas strictement obligés , we aren't strictly obligated 
2814,violation,"violation, transgression",nf, cela constitue une violation de sa probation , that constitutes a violation of his probation 
2815,compensation,"compensation, clearing",nf, nous avons offert une compensation aux provinces qui ont perdu de l'argent , we offered compensation to the provinces that lost money
2816,lycée,high school,nm, il est professeur de philosophie au lycée , he's a high school philosophy teacher 
2817,con,stupid,nadj," on va le finir, ce con ", we're gonna take out that a**hole 
2818,combinaison,combination,nf, il était le seul à avoir la combinaison et tu l'as tué ," he alone knew the combination, and you killed him"
2819,injustice,"injustice, unfairness",nf," l'inégalité nourrit l'injustice, le soupçon et les préjugés "," inequality feeds injustice, suspicion, and prejudice"
2820,reportage,"report, reporting",nm," selon le reportage, son intervention aurait été annulée ", according to the report his talk was canceled
2821,déception,"disappointment, let-down",nf, la déception pourrait n'être que temporaire , the disappointment could only be temporary 
2822,soucier,"to care about, show concern for",v, tu n'as pas à te soucier de tes manières ici , no need to worry about your manners here 
2823,plafond,"ceiling, roof, maximum",nm, il y a des caméras dans le plafond , there are cameras in the ceiling 
2824,opérateur,operator,nm, nous ne pouvions même pas appeler une opératrice , we couldn't even call an operator 
2825,camarade,"friend, comrade, pal, mate","nm,nf", je me hâtai de revoir mes camarades , I hurried back to see my comrades 
2826,traduction,translation,nf," alors, lis la traduction "," so, read the translation "
2827,compréhension,"understanding, comprehension",nf, je vous suis reconnaissant de votre compréhension , I thank you for your understanding 
2828,réglementation,regulation,nf, ces réglementations échappent au contrôle des parlementaires , these regulations will escape parliamentary control
2829,déplorer,to deplore,v, il déplore la montée des superstitions , he deplores the upswing in superstition 
2830,mobiliser,"to mobilize, call up",v, il espère mobiliser le peuple , he hopes to mobilize the people 
2831,encadrer,"to frame, train",v, les élèves seront encadrés par environ 850.000 enseignants ," the students will be trained by some 850,000 teachers"
2832,gentil,"nice, kind",nadj, elles sont extrêmement gentilles , they are extremely nice 
2833,folie,"madness, folly, insanity",nf, certains jeunes tombent dans la folie , some youth lapse into folly 
2834,terrorisme,terrorism,nm, les Américains ont déclaré la guerre au terrorisme , the Americans declared war on terrorism 
2835,illusion,illusion,nf, ne nous faisons pas d'illusions , we aren't deceiving ourselves 
2836,portefeuille,wallet,nm, il m'a pris mon portefeuille! , he took my wallet! 
2837,séduire,"to seduce, charm, captivate, appeal to",v, j'ai été séduite par votre jeunesse , I was seduced by your youth 
2838,précipiter,"to quicken, hasten, precipitate",v, je jetai mon parapluie et me précipitai hors de la chambre , I tossed my umbrella and dashed out of the room
2839,clôture,"enclosure; termination, closure",nf, la clôture est trop haute , the fence is too high 
2840,piloter,"to fly, pilot, drive",v, et qui pilotera l'avion? , and who will fly the airplane? 
2841,agréable,"pleasant, nice, agreeable",nadj(f), c'est une chambre très agréable , it's a very comfortable bedroom 
2842,télécommunication,telecommunication,nf, le secteur des télécommunications a connu la plus forte hausse , the telecommunications sector experienced the greatest growth
2843,désaccord,"disagreement, discord, conflict",nm, ces désaccords constituent une tension bénéfique , these disagreements create beneficial tension
2844,uranium,uranium,nm, la séparation du plutonium de l'uranium est relativement facile , separating plutonium from uranium is relatively easy
2845,aliment,food,nm, je cultive des aliments pour nourrir les gens , I cultivate food to nourish people 
2846,alimentation,"diet, food, groceries, supply",nf, l'alimentation et la santé sont étroitement reliées , diet and health are intertwined 
2847,pomme,apple,nf, elle croqua la pomme avec un bruit qu'il détesta , she crunched into the apple with a noise that he detested
2848,ingénieur,engineer,"nm,nf", son père était un ingénieur des chemins de fer , her father was an railroad engineer 
2849,vider,"to empty, vacate",v," que personne ne bouge! toi, vide ce coffre "," nobody move! you, empty this safe "
2850,attentif,"attentive, scrupulous, careful",adj," sois attentif, sois intelligent, sois rationnel "," be attentive, be intelligent, be rational "
2851,démarrer,to start up,v, le feu a démarré dans l'escalier d'un restaurant , the fire broke out in the stairwell of a restaurant
2852,coordonner,to coordinate,v, il faut coordonner nos efforts pour le plus grand bien , we have to coordinate our efforts for the greatest good
2853,larme,tear,nf, je suis sortie du cinéma en larmes , I left the movie theater in tears 
2854,sourd,deaf,nadj, le gouvernement fait la sourde oreille , the government is turning a deaf ear 
2855,cigarette,cigarette,nf, je fumerai bien une cigarette , I would sure like to smoke a cigarette 
2856,vallée,valley,nf, je marche dans la vallée de la mort , I'm walking in the valley of death 
2857,artificiel,artificial,adj, je joue à des simulateurs de vie artificielle , I play in artificial life simulations 
2858,différer,"to differ, vary",v, cette idée diffère sensiblement d'une hypothèse concurrente , this idea differs noticeably from a current hypothesis
2859,honorer,"to honour, do credit to",v, c'était un soldat de Rome. honorez sa mémoire , he was a Roman soldier. honor his memory 
2860,entrevue,"meeting, interview",nf, j'ai l'impression que cette entrevue commence très mal , I have the feeling that this interview has started out very poorly
2861,ressort,spring; resort; spirit,nm, l'Etat intervient en dernier ressort , the state intervenes as a last resort 
2862,fixe,fixed,nadj, j'ai l'idée fixe d'un crime étincelant , I'm fixated on a glittering crime 
2863,opportunité,"opportunity, timeliness",nf, c'est une merveilleuse opportunité de passer de belles vacances , it's a wonderful opportunity to take a fine vacation
2864,robe,dress,nf," ta robe te va très bien, ma chérie "," your dress looks very nice on you, dear "
2865,plaque,"plate, tag, plaque",nf, il subsiste un danger local élevé de plaques de neige , there are increased local risks of snow accumulations
2866,découler,"to ensue, follow",v, une conséquence importante en découle , an important consequence follows from that 
2867,décisif,decisive,adj, nous arrivons à un moment décisif , we have come upon a decisive moment 
2868,piège,trap,nm, c'est un piège dans lequel je ne veux pas tomber , it's a trap I don't want to fall into 
2869,prédire,to predict,v, il lui a prédit qu'elle aurait un enfant , he predicted that she would have a child 
2870,enterrer,"to bury, lay aside",v, enterre-moi dans un tombeau sans nom , bury me in an unmarked grave 
2871,refuge,refuge,nm, j'ai trouvé refuge dans de piètres endroits , I found refuge in dismal places 
2872,recouvrir,"to cover, hide, conceal",v, la Terre est recouverte d'eau , the Earth is covered with water 
2873,pente,slope,nf, la route gravit maintenant des pentes abruptes , now the road climbs up steep inclines 
2874,album,album,nm, j'ai toujours rêvé de faire un album , I always dreamt of making an album 
2875,mixte,mixed,adj(f), trois enfants issus d'un couple mixte périssent dans un incendie , three mixed-race children perish in a fire
2876,clinique,clinic,nadj(f), je l'ai emmenée à la clinique , I took her to the clinic 
2877,spectateur,"member of the audience, spectator, onlooker",nm, les spectateurs s'enfuient épouvantés ," the onlookers fled, terror-stricken "
2878,axe,"axis, axle, main line",nm," désormais, nous nous concentrons sur deux axes "," from now on, we will focus on two dimensions"
2879,chasseur,"hunter, fighter, page, messenger",nm, je suis un chasseur qui ne tue pas sans hésiter , I'm a hunter who doesn't kill without hesitation
2880,chéri,"darling, love, dear",nadj," bonjour, chéri. comment s'est passée ta journée? "," hello, dear. how was your day? "
2881,peinture,"painting, paint, picture",nf, j'ai pensé à détruire ces peintures pas mal de fois , I thought of destroying these paintings fairly often
2882,déchet,"scrap, waste, trash, garbage",nm, les déchets de l'aire métropolitaine continueront de s'accumuler , the trash from the metropolitain area will continue to accumulate
2883,siéger,to sit,v, moi-même et mon gouvernement siégions en Algérie , I and my government reign in Algeria 
2884,grand-chose,not very much,nmi, ça ne veut pas dire grand-chose , that doesn't mean very much 
2885,temporaire,temporary,adj(f), la célébrité de tout président est temporaire , the fame of every president is fleeting 
2886,affiche,"poster, public notice, bill",nf, j'ai mon nom sur des affiches , I have my name on posters 
2887,massacre,"massacre, slaughter",nm, ce massacre n'a pas été revendiqué , nobody has claimed responsibility for this massacre 
2888,actualité,"current events, news",nf," le présent, l'actualité ne m'intéressent pas "," the present, current events don't interest me "
2889,redevenir,to become again,v, je vais redevenir célibataire , I'm going to become single again 
2890,crucial,"crucial, critical",adj, nous sommes à un moment crucial de notre histoire , we are at a critical moment of our history
2891,marine,"marine, navy","adj,nf"," aujourd'hui, vous êtes des marines ", today you are marines 
2892,cadavre,corpse,nm, son cadavre apparaîtra à la fin du film , his corpse will appear at the end of the film 
2893,fleuve,river,nm, le fleuve coule toujours dans le même sens , the river always flows in the same direction 
2894,toit,roof,nm, ils sont sur le toit de mon bus , they're on the roof of my bus 
2895,mécanique,mechanical,adj(f), c'était aussi un piano mécanique , it was also a player piano 
2896,transparence,transparency,nf, nous préférons le dirigisme à la transparence , we prefer active leadership to transparency 
2897,amorcer,"to bait, prime, begin, initiate",v, la réaction en chaîne est amorcée , the chain reaction has been initiated 
2898,détester,"to hate, detest",v," je déteste la viande, je suis végétarien ", I hate meat 
2899,fondateur,founder,nm, il faut rappeler le rôle fondateur qu'a joué , let me remind you of the founding role that he played
2900,charte,charter,nf, la charte olympique interdit toute discrimination , the Olympic charter forbids any discrimination
2901,productivité,productivity,nf, il faut augmenter la productivité du travail , we have to increase work productivity 
2902,succession,succession,nf, c'est une succession de catastrophes , it's a succession of catastrophes 
2903,simplifier,to simplify,v, je pourrais peut-être simplifier les choses pour vous , perhaps I can simplify things for you 
2904,briller,to shine,v, la lune brillait maintenant dans tout son éclat , the moon shone now in full glory 
2905,ambitieux,"ambitious, man with ambition",nadj(pl), les socialistes appuient un plan ambitieux , the socialists are supporting an ambitious plan 
2906,sale,dirty,nadj(f), je déteste cette sale ville , I hate this dirty city 
2907,consentement,consent,nm, il n'y a pas consentement unanime , there is no unanimous consent 
2908,chapeau,hat,nm, il se pencha pour ramasser son chapeau et ses sacs , he leaned over to gather his hat and his bags
2909,calmer,to calm down,v, j'ai pas besoin de me calmer , I don't need to calm myself 
2910,mythe,myth,nm, le mythe grec est le produit d'une tradition orale , the Greek myth is the result of oral tradition
2911,alternative,"alternative, choice",nf, il y avait une autre alternative à la guerre , there was another alternative to war 
2912,soulager,"to relieve, soothe, ease",v," puis je me réveillais, soulagée d'avoir 23 ans "," then I woke up, relieved to be 23 years old "
2913,scrutin,"ballot, poll",nm, nous établirions des dates de scrutin fixes , we will establish fixed dates for voting 
2914,culpabilité,guilt,nf, la police a rassemblé les preuves établissant leur culpabilité , the police gathered proof to establish their guilt
2915,considérablement,"considerably, significantly, extensively",adv, nous proposons de réduire considérablement les impôts , we propose to reduce taxes considerably
2916,bouleverser,"to upset, distress, disturb, turn upside down",v, nous avons toujours le moyen de bouleverser le cours des évènements , we always have the means to upset the course of events
2917,introduction,introduction,nf, nous ne pouvons accepter l'introduction d'amendements , we cannot accept the introduction of new amendments
2918,dramatique,"dramatic, tragic, drama",nadj(f), ça va être dramatique pour la facture de téléphone , the telephone bill will be spectacular 
2919,vaincre,"to beat, defeat, overcome, conquer",v, nous sommes nés pour vaincre , we were born to conquer 
2920,pétition,petition,nf, je voudrais déposer cette pétition , I would like to submit this petition 
2921,renseigner,"to give information, get information",v," renseigne-moi, je veux savoir "," tell me, I want to know "
2922,ordonnance,"prescription, organisation, edict, ruling",nf, le policier ignore si l'ordonnance est encore en vigueur , the policeman doesn't know whether the ruling is still in effect
2923,aile,"wing, sail, blade",nf, l'oiseau battra des ailes jusqu'à sa mort , the bird will beat its wings until its death 
2924,température,temperature,nf, il faut que j'aille prendre ma température , I have to go take my temperature 
2925,coupe,"bowl, dish, cut",nf, votre coupe jamais ne sera vide , your bowl will never be empty 
2926,rayon,"ray, beam, radius; department, section, shelf",nm, un rayon de lune traversait la chambre , a moonbeam shone across the room 
2927,lèvre,lip,nf, je regardai ses lèvres pleines et roses ," I looked at her full, pink lips "
2928,promener,"to take for a walk, go for a walk",v, les amis se promènent dans la rue , the friends are walking along the street 
2929,boulot,"work, job","adj,nm", il a un boulot très sérieux dans l'informatique , he has an important job in computer science 
2930,correctement,properly,adv, faisons les choses correctement , let's do things correctly 
2931,colonne,column,nf, des colonnes de fumée s'élevaient au-dessus des arbres , columns of smoke rose above the trees
2932,arranger,to arrange,v, c'est moi qui ai tout arrangé , I'm the one who arranged everything 
2933,lointain,"distant, faraway",nadj, on voulait aller dans une terre lointaine , we wanted to go to a faraway land 
2934,danser,to dance,v," je danserai avec toi, le soir de nos noces "," I will dance with you, on our wedding night "
2935,charbon,coal,nm, la production de charbon est en train de chuter , coal production is falling off 
2936,passionner,"to fascinate, grip",v, je suis passionné de mon travail , I'm passionate about my work 
2937,colline,hill,nf," arrivée au sommet de la colline, elle s'arrêta "," reaching the top of the hill, she stopped "
2938,poésie,poetry,nf, la poésie est souvent dite de façon ennuyeuse , poetry is often recited boringly 
2939,généraliser,to generalize,v, il faudrait généraliser ce type d'initiatives , we would need to generalize this type of initiative 
2940,transaction,transaction,nf, le montant de la transaction n'a pas été dévoilé , the amount of the transaction was not revealed
2941,extrémité,"end, extremity",nf, l'un d'eux attachait l'autre extrémité , one of them grasped the other end 
2942,pénal,penal,adj, il permet la clôture des procédures pénales , it allows for termination of criminal proceedings 
2943,économiste,economist,"nm,nf", je ne connais pas un seul économiste , I don't know a single economist 
2944,banlieue,"suburbs, outskirts",nf, on a toujours habité en banlieue , we have always lived in the suburbs 
2945,bancaire,banking,adj(f), l'entreprise offre des services bancaires aux particuliers et aux sociétés , the firm offers banking services to individuals and to companies
2946,défaire,"to undo, dismantle, strip, break up",v," mon lacet est défait, comme d'habitude "," my shoelace is undone, as usual "
2947,calendrier,calendar,nm, nous devrions respecter notre calendrier , we should respect our calendar 
2948,repas,meal,nm(pl)," c'est le repas kasher? oui, kasher "," it's a kosher meal? yes, kosher "
2949,cul,"bum, arse, ass",nm, je vais lui botter le cul , I'm gonna kick his ass 
2950,vouer,"to devote, dedicate to, vow to",v, nous leur vouons un grand respect , we pay them great respect 
2951,surprenant,surprising,adj, le contraire aurait été moins surprenant , the opposite would have been less surprising 
2952,paradis,"paradise, heaven",nm(pl), tu aimes notre coin de paradis? , do you like our corner of paradise? 
2953,transparent,"transparent, see-through, evident",nadj, il faut que les choses soient transparentes , things must be transparent 
2954,élu,"elected, elected member",nadj, j'exprime ma déception auprès des élus politiques , I express my disappointment to the elected officials
2955,tourisme,"tourism, sightseeing",nm, le tourisme culturel est très important , cultural tourism is very important 
2956,démonstration,demonstration,nf, il a répondu par une démonstration de force , he responded with a demonstration of force 
2957,gravement,"seriously, solemnly, gravely",adv, deux maisons ont été gravement endommagées , two houses were seriously damaged 
2958,infraction,"offence, infrigement, infraction",nf, ceux qui commettent des infractions doivent payer , those who break the law must pay 
2959,tir,"fire, shot, launch",nm, il y a eu des tirs dans le couloir , there were shots fired in the hallway 
2960,envoi,"sending, dispatching",nm, il faut empêcher l'envoi de ces signaux , you must stop sending these signals 
2961,arrangement,"arrangement, layout, order, agreement",nm, j'ai conclu un arrangement avec le diable , I made an agreement with the devil 
2962,pardonner,"to forgive, excuse",v," si tu m'aimes vraiment, pardonne-moi "," if you really love me, forgive me "
2963,collaborer,"to collaborate, contribute",v, ce groupe de travail a collaboré avec toutes sortes de spécialistes , this work group collaborated with all kinds of specialists
2964,danse,"dance, dancing",nf, m'accorderez-vous cette danse? , may I have this dance? 
2965,tester,to test,v," opératrice, veuillez tester ce numéro "," operator, please test this number "
2966,proclamer,"to proclaim, declare",v, les résultats officiels seront proclamés samedi , the official results will be announced Saturday
2967,genou,knee,nm, la victime était à genoux devant le chien , the victim was kneeling in front of the dog 
2968,dominant,"dominant, prevailing",adj, dans toute relation il y a un dominant et un dominé , in every relation there is dominator and a dominee
2969,péril,peril,nm," aujourd'hui, notre porte-parole est en péril ", today our spokesman is in danger 
2970,préférence,"preference, preferably",nf, ma préférence va toujours et encore à la poésie , my preference is still and forever poetry 
2971,vain,vain,adj, j'ai tout essayé ... mais en vain , I tried everything ... but in vain 
2972,rentrée,"reopening, return, start",nf, j'attendis la rentrée avec impatience , I awaited the reopening of school impatiently 
2973,coller,"to stick, paste",v, les timbres étaient bien collés sur ces cartes postales , the stamps were securely stuck onto these postcards
2974,monopole,monopoly,nm, nul n'a le monopole des bonnes idées , no one has the monopoly on good ideas 
2975,approfondir,"to deepen, make deeper, go further into",v, le sujet mérite donc d'être approfondi , the subject therefore deserves further study 
2976,incendie,"fire, blaze",nm, les pompiers ont maitrisé tous les incendies , the firemen brought all of the fires under control
2977,proximité,"proximity, nearness, closeness",nf, ils restaient à proximité , they stayed close by 
2978,hélicoptère,helicopter,nm, des hélicoptères survolaient l'ambassade , helicopters were flying over the embassy 
2979,bouteille,bottle,nf, j'ai cassé une bouteille de bière , I broke a beer bottle 
2980,championnat,championship,nm, elle a participé à 15 championnats canadiens en neuf ans , she participated in 15 Canadian championships in nine years
2981,hériter,to inherit,v, sa femme héritait des dettes , his wife inherited debts 
2982,élémentaire,"elementary, rudimentary, basic",adj(f), il posait des questions élémentaires , he asked very basic questions 
2983,entité,entity,nf, ce ne sont pas des entités commerciales , these are not commercial entities 
2984,souffler,"to blow, puff",v, vous êtes là où le vent souffle , you're there where the wind blows 
2985,dit,"said, so-called; tale",nadj, l'OTAN s'est transformée en organisation dite « de sécurité » ," NATO transformed into a socalled ""security"" organization "
2986,mélange,"mixing, mixture, blend",nm, il m'écouta avec un mélange de crainte et d'admiration , he listened to me with a mixture of fear and admiration
2987,pourcentage,"percentage, commission, cut",nm, elles calculent les pourcentages sur leurs profits , they calculate the percentages on their profits
2988,permis,"license, permit, permitted",nm(pl)," vos papiers? pièce d'identité, permis de conduire "," your papers? identity card, driver's license "
2989,mélanger,"to mix, mix up, confuse",v, il mélangeait un peu les dates , he got the dates a little bit mixed up 
2990,proprement,"cleanly, neatly, properly",adv, je trouve cela proprement scandaleux , I find that properly scandalous 
2991,enfoncer,"to ram, drive in, hammer in, sink in",v, commencons par enfoncer les portes , let's start by knocking down the doors 
2992,clandestin,"underground, clandestine",nadj, le flux des immigrés clandestins en Espagne n'a cessé de grossir , the flow of illegal immigrants in Spain grew unchecked
2993,super,great,"adji,nm"," si vous pouviez, ce serait super "," if you could, that would be great "
2994,encontre,contrary to,adv, tu ne peux pas aller à l'encontre de sa personnalité , you can't go contrary to his personality 
2995,syndical,(trade-) union,adj, le mouvement syndical devra lui aussi être aidé , the union movement will also have to be helped
2996,deviner,"to guess, solve",v, sa tête baissée laissait deviner une calvitie naissante , his bowed head betrayed the onset of balding
2997,tracer,"to draw, write, mark out",v, la voie est tracée mais elle est difficile , the route is marked but it is difficult 
2998,sagesse,"wisdom, moderation",nf, j'ai profité énormément de sa sagesse , I profited enormously from his wisdom 
2999,baiser,to kiss,"nm,v", votre amoureux vous a donné un baiser d'adieu , your lover gave you a goodbye kiss 
3000,user,"to wear out, wear away, use up",v, use de ton charme pour le convaincre , use some of your charm to convince him 
3001,enfer,hell,nm, l'infatuation est l'enfer de l'esprit , infatuation is the mind's hell 
3002,pilote,"pilot, experimental","nm,nf", y a-t-il encore un pilote dans l'avion? , is there still a pilot in the airplane? 
3003,abonné,"subscribed, subscriber",nadj, le texte du message reçu de l'abonné , the text of the message received by the subscriber 
3004,objection,objection,nf, il n'y pas d'objections de votre part , there are no objections on your behalf 
3005,correction,correction,nf, alors j'ai fait cette correction , so I made this correction 
3006,vocation,"vocation, calling",nf, c'est là qu'il trouva sa vocation , that's where he found his calling in life 
3007,facture,"invoice, bill",nf, les gens ne peuvent payer leurs factures , people can't pay their bills 
3008,relancer,"to throw back, restart, relaunch",v, cela aurait pour effet de relancer l'économie , this will produce an economic recovery 
3009,luxe,luxury,nm, la colère est un luxe que je ne peux me permettre , anger is a luxury I can't afford 
3010,nomination,"appointment, nomination",nf, j'ai été très heureux d'apprendre votre nomination , I was very pleased to hear of your nomination
3011,poster,"poster; to post, mail","nm,v", nous y avons posté une vigie , we set up a stakeout 
